Meeting,Meeting Date,Origin,Index Title,Title,Published,Page URL,PDF URL
SAGE 66,2020-11-05,SCWG,"SCWG: Consensus statement on family or friend visitor policy into care home settings, 2 November 2020","SCWG: Consensus statement on family or friend visitor policy into care home settings, 2 November 2020",2021-08-20,https://www.gov.uk/government/publications/scwg-consensus-statement-on-family-or-friend-visitor-policy-into-care-home-settings-2-november-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1012407/S0875_Social_Care_Working_Group_Consensus_statement_on_visitor_policies.pdf
SAGE 67,2020-11-12,HAIRS,"HAIRS: SARS-CoV-2 in Mustelinae population - risk assessment, 10 November 2020","HAIRS risk assessment: SARS-CoV-2 in Mustelinae population, 10 November 2020",2020-11-11,https://www.gov.uk/government/publications/hairs-sars-cov-2-in-mustelinae-population-risk-assessment-10-november-2020,https://www.gov.uk/government/publications/hairs-risk-assessment-on-sars-cov-2-in-mustelinae-population
SAGE 67,2020-11-12,HAIRS,"HAIRS: Cluster 5 mink-variant SARS-CoV-2 - interim risk assessment, 10 November 2020","HAIRS: Cluster 5 mink-variant SARS-CoV-2 - interim risk assessment, 10 November 2020",2021-08-20,https://www.gov.uk/government/publications/hairs-cluster-5-mink-variant-sars-cov-2-interim-risk-assessment-10-november-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1012410/S0884_PHE_Risk_Assessment_for_Cluster_5_SARS-CoV-2_mink_variant_virus.pdf
SAGE 76,2021-01-14,EMG,"EMG: Application of physical distancing and fabric face coverings in mitigating the B117 variant SARS-CoV-2 virus in public, workplace and community, 13 January 2021","EMG: Application of physical distancing and fabric face coverings in mitigating the B117 variant SARS-CoV-2 virus in public, workplace and community - 13 January 2021",2021-01-29,https://www.gov.uk/government/publications/emg-application-of-physical-distancing-and-fabric-face-coverings-in-mitigating-the-b117-variant-sars-cov-2-virus-in-public-workplace-and-community,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1008199/S1029-EMG-face-coverings-distancing-13-jan.pdf
SAGE 77,2021-01-21,SPI-B Policing and Security Sub-Group,"SPI-B Policing and Security Sub-Group: Behavioural aspects of international importation, 20 January 2021","SPI-B Policing and Security Sub-Group: Behavioural aspects of international importation, 20 January 2021",2021-08-20,https://www.gov.uk/government/publications/spi-b-policing-and-security-sub-group-behavioural-aspects-of-international-importation-20-january-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1012413/S1048_SPI-B_-_Behavioural_aspects_of_international_importation.pdf
SAGE 83,2021-03-11,,"Comparative performance of SARS CoV-2 lateral flow antigen tests demonstrates their utility for high sensitivity detection of infectious virus in clinical specimens, 11 March 2021","Comparative performance of SARS CoV-2 lateral flow antigen tests demonstrates their utility for high sensitivity detection of infectious virus in clinical specimens, 11 March 2021",,https://www.gov.uk/government/publications/comparative-performance-of-sars-cov-2-lateral-flow-antigen-tests-demonstrates-their-utility-for-high-sensitivity-detection-of-infectious-virus-in-clin,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1012593/S1158_comparative_performance_of_sars_cov-2-lateral-flow-antigen-tests-demonstrates-their-utility-for-high-sensitivity-detection-of-infectious-virus-in-.pdf
SAGE 94,2021-07-22,ONS,"ONS: Impact of Delta and calendar time on symptoms reported by individuals testing swab positive - preliminary analysis of data (to 12 July 2021), 22 July 2021","ONS: Impact of Delta and calendar time on symptoms reported by individuals testing swab positive: preliminary analysis of data to 12 July 2021, 22 July 2021",,https://www.gov.uk/government/publications/ons-impact-of-delta-and-calendar-time-on-symptoms-reported-by-individuals-testing-swab-positive-preliminary-analysis-of-data-to-12-july-2021-22,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1012333/S1324_ONS_Symptoms_in_positives_and_negatives_over_time.pdf
SAGE 94,2021-07-22,ONS,"ONS: Impact of Delta and calendar time on vaccine effectiveness against new SARS-CoV-2 infection and Ct/viral burden in infections post-vaccination - preliminary analysis on data (to 12 July 2021), 22 July 2021","ONS: Impact of Delta and calendar time on vaccine effectiveness against new SARS-CoV-2 infection and Ct/viral burden in infections post-vaccination - preliminary analysis on data (to 12 July 2021), 22 July 2021",,https://www.gov.uk/government/publications/ons-impact-of-delta-and-calendar-time-on-vaccine-effectiveness-against-new-sars-cov-2-infection-and-ctviral-burden-in-infections-post-vaccination,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1012336/S1330_ONS_Vaccine_effectiveness_and_breakthrough.pdf
NERVTAG Meeting 57,,NERVTAG Meeting,NERVTAG COVID-19 Minutes 57_FINAL,NERVTAG COVID-19 Minutes 57_FINAL,,https://app.box.com/s/3lkcbxepqixkg4mv640dpvvg978ixjtf/folder/103551854721,
NERVTAG Meeting 54,,NERVTAG Meeting,NERVTAG COVID-19 Minutes 54_FINAL,NERVTAG COVID-19 Minutes 54_FINAL,,https://app.box.com/s/3lkcbxepqixkg4mv640dpvvg978ixjtf/folder/103551854721,
SAGE 27,2020-04-21,HDR UK,"HDR UK: A national health data research capability to support COVID-19 research questions, 21 April 2020","HDR UK: A National Health Data Research Capability to Support COVID-19 Research Questions, 21 April 2020",,https://www.gov.uk/government/publications/hdr-uk-a-national-health-data-research-capability-to-support-covid-19-research-questions-21-april-2020,https://www.hdruk.ac.uk/wp-content/uploads/2020/04/200421-Health-Data-Research-Questions-SAGE-Reporting-circulation.pdf
SAGE 30,2020-04-30,HDR UK,"HDR UK: A national health data research capability to support COVID-19 research questions, 28 April 2020","HDR UK: A national health data research capability to support COVID-19 research questions, 28 April 2020",,https://www.gov.uk/government/publications/hdr-uk-a-national-health-data-research-capability-to-support-covid-19-research-questions-28-april-2020,https://www.hdruk.ac.uk/wp-content/uploads/2020/05/200428-Health-Data-Research-Questions-SAGE-Reporting.pdf
SAGE 34,2020-05-07,HDR UK,"HDR UK: A national health data research capability to support COVID-19 research questions, 5 May 2020","HDR UK: A National Health Data Research Capability to Support COVID-19 Research Questions, 5 May 2020",,https://www.gov.uk/government/publications/hdr-uk-a-national-health-data-research-capability-to-support-covid-19-research-questions-5-may-2020,https://www.hdruk.ac.uk/wp-content/uploads/2020/05/200505-Health-Data-Research-Questions-SAGE-Reporting.pdf
SAGE 36,2020-05-14,HDR UK,"HDR UK: COVID-19 health data research - weekly update, 12 May 2020","HDR UK: COVID-19 health data research - weekly update, 12 May 2020",,https://www.gov.uk/government/publications/hdr-uk-covid-19-health-data-research-weekly-update-12-may-2020,https://www.hdruk.ac.uk/wp-content/uploads/2020/05/200512_Health-Data-Research-UK-COVID-19-weekly-update-paper-.pdf
SAGE 38,2020-05-21,HDR UK,"HDR UK: COVID-19 health data research - weekly update, 19 May 2020","HDR UK: COVID-19 health data research - weekly update, 19 May 2020",,https://www.gov.uk/government/publications/hdr-uk-covid-19-health-data-research-weekly-update-19-may-2020,https://www.hdruk.ac.uk/wp-content/uploads/2020/05/200519-Health-Data-Research-UK-COVID-19-weekly-update-paper.pdf
SAGE 39,2020-05-28,HDR UK,"HDR UK: COVID-19 health data research - weekly update, 27 May 2020","HDR UK: COVID-19 health data research - weekly update, 27 May 2020",,https://www.gov.uk/government/publications/hdr-uk-covid-19-health-data-research-weekly-update-27-may-2020,https://www.hdruk.ac.uk/wp-content/uploads/2020/05/200527-Health-Data-Research-UK-COVID-19-weekly-update-paper.pdf
SAGE 40,2020-06-04,HDR UK,"HDR UK: COVID-19 health data research - weekly update, 2 June 2020","HDR UK: COVID-19 health data research - weekly update, 2 June 2020",,https://www.gov.uk/government/publications/hdr-uk-covid-19-health-data-research-weekly-update-2-june-2020,https://www.hdruk.ac.uk/wp-content/uploads/2020/06/200602-Health-Data-Research-UK-COVID-19-weekly-update-paper_.pdf
SAGE 45,2020-07-02,,"The adverse effects of social isolation and loneliness on psychological and physical health outcomes in care home residents during COVID-19, 25 June 2020","The adverse effects of social isolation and loneliness on psychological and physical health outcomes in care home residents during COVID-19, 25 June 2020",2021-08-20,https://www.gov.uk/government/publications/the-adverse-effects-of-social-isolation-and-loneliness-on-psychological-and-physical-health-outcomes-in-care-home-residents-during-covid-19-25-june-2,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1012417/S0584_Adverse_effects_of_social_isolation_and_loneliness_in_care_homes_during_COVID-19.pdf
SAGE 50,2020-08-06,HDR UK,"HDR UK: COVID-19 health data research - weekly update, 4 August 2020","HDR UK: COVID-19 health data research - weekly update, 4 August 2020",,https://www.gov.uk/government/publications/hdr-uk-covid-19-health-data-research-weekly-update-4-august-2020,https://www.hdruk.ac.uk/wp-content/uploads/2020/08/200804-Health-Data-Research-UK-COVID-19-fortnightly-update-paper-final.pdf
SAGE 55,2020-09-03,HDR UK,"HDR UK: COVID-19 health data research - weekly update, 2 September 2020","HDR UK: COVID-19 health data research - weekly update, 2 September 2020",,https://www.gov.uk/government/publications/hdr-uk-covid-19-health-data-research-weekly-update-2-september-2020,https://www.hdruk.ac.uk/wp-content/uploads/2020/09/200902-Health-Data-Research-UK-COVID-19-fortnightly-update-paper.pdf
SAGE 57,2020-09-17,HDR UK,"HDR UK: COVID-19 health data research - weekly update, 15 September 2020","HDR UK: COVID-19 health data research - weekly update, 15 September 2020",,https://www.gov.uk/government/publications/hdr-uk-covid-19-health-data-research-weekly-update-15-september-2020,https://www.hdruk.ac.uk/wp-content/uploads/2020/09/200915-Health-Data-Research-UK-COVID-19-fortnightly-update-paper.pdf
SAGE 60,2020-10-01,HDR UK,"HDR UK: COVID-19 health data research - weekly update, 29 September 2020","HDR UK: COVID-19 health data research - weekly update, 29 September 2020",,https://www.gov.uk/government/publications/hdr-uk-covid-19-health-data-research-weekly-update-29-september-2020,https://www.hdruk.ac.uk/wp-content/uploads/2020/09/200929-Health-Data-Research-UK-COVID-19-fortnightly-update-paper.pdf
SAGE 62,2020-10-15,HDR UK,"HDR UK: COVID-19 health data research - weekly update, 13 October 2020","HDR UK: COVID-19 health data research - weekly update, 13 October 2020",,https://www.gov.uk/government/publications/hdr-uk-covid-19-health-data-research-weekly-update-13-october-2020,https://www.hdruk.ac.uk/wp-content/uploads/2020/10/201013-Health-Data-Research-UK-COVID-19-fortnightly-update-paper-2.pdf
SAGE 64,2020-10-29,HDR UK,"HDR UK: COVID-19 health data research - weekly update, 27 October 2020","HDR UK: COVID-19 health data research - weekly update, 27 October 2020",,https://www.gov.uk/government/publications/hdr-uk-covid-19-health-data-research-weekly-update-27-october-2020,https://www.hdruk.ac.uk/wp-content/uploads/2020/10/201027-Health-Data-Research-UK-COVID-19-fortnightly-update-paper.pdf
SAGE 67,2020-11-12,HDR UK,"HDR UK: COVID-19 health data research - weekly update, 10 November 2020","HDR UK: COVID-19 health data research - weekly update, 10 November 2020",,https://www.gov.uk/government/publications/hdr-uk-covid-19-health-data-research-weekly-update-10-november-2020,https://www.hdruk.ac.uk/wp-content/uploads/2020/11/201110-Health-Data-Research-UK-COVID-19-fortnightly-update-paper.pdf
SAGE 70,2020-11-26,HDR UK,"HDR UK: COVID-19 health data research - weekly update, 24 November 2020","HDR UK: COVID-19 health data research - weekly update, 24 November 2020",,https://www.gov.uk/government/publications/hdr-uk-covid-19-health-data-research-weekly-update-24-november-2020,https://www.hdruk.ac.uk/wp-content/uploads/2020/11/2020-11-24-Health-Data-Research-UK-SAGE-report.pdf
SAGE 73,2020-12-17,HDR UK,"HDR UK: COVID-19 health data research - weekly update, 15 December 2020","HDR UK: COVID-19 health data research - weekly update, 15 December 2020",,https://www.gov.uk/government/publications/hdr-uk-covid-19-health-data-research-weekly-update-15-december-2020,https://www.hdruk.ac.uk/wp-content/uploads/2020/12/2020-12-15-Health-Data-Research-UK-SAGE-report.pdf
SAGE 76,2021-01-14,HDR UK,"HDR UK: COVID-19 health data research - weekly update, 12 January 2021","HDR UK: COVID-19 health data research - weekly update, 12 January 2021",,https://www.gov.uk/government/publications/hdr-uk-covid-19-health-data-research-weekly-update-12-january-2021,https://www.hdruk.ac.uk/wp-content/uploads/2021/01/2021-01-12-Health-Data-Research-UK-SAGE-report-1.pdf
SAGE 78,2021-01-28,HDR UK,"HDR UK: COVID-19 health data research - weekly update, 26 January 2021","HDR UK: COVID-19 health data research - weekly update, 26 January 2021",,https://www.gov.uk/government/publications/hdr-uk-covid-19-health-data-research-weekly-update-26-january-2021,https://www.hdruk.ac.uk/wp-content/uploads/2021/01/2021-01-26-Health-Data-Research-UK-SAGE-report-2.pdf
SAGE 80,2021-02-11,HDR UK,"HDR UK: COVID-19 health data research - weekly update, 9 February 2021","HDR UK: COVID-19 health data research - weekly update, 9 February 2021",,https://www.gov.uk/government/publications/hdr-uk-covid-19-health-data-research-weekly-update-9-february-2021,https://www.hdruk.ac.uk/wp-content/uploads/2021/02/2021-02-09-Health-Data-Research-UK-SAGE-report.pdf
SAGE 82,2021-02-25,HDR UK,"HDR UK: COVID-19 health data research - weekly update, 23 February 2021","HDR UK: COVID-19 health data research - weekly update, 23 February 2021",,https://www.gov.uk/government/publications/hdr-uk-covid-19-health-data-research-weekly-update-23-february-2021,https://www.hdruk.ac.uk/wp-content/uploads/2021/02/2021-02-23-Health-Data-Research-UK-SAGE-report.pdf
SAGE 94,2021-07-22,ONS,"ONS: Anti-spike Immunoglobulin G (IgG) antibody response after second vaccine dose - preliminary analysis on data to 5 July 2021, 22 July 2021","ONS: Anti-spike IgG antibody response after second vaccine dose - preliminary analysis on data to 5 July 2021, 22 July 2021",2021-09-16,https://www.gov.uk/government/publications/ons-anti-spike-immunoglobulin-g-igg-antibody-response-after-second-vaccine-dose-preliminary-analysis-on-data-to-5-july-2021-22-july-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1018487/S1334_ONS_Antibody_levels_post_second_vaccination.pdf
SAGE 95,2021-09-09,SAGE Minutes,"SAGE 95 minutes: Coronavirus (COVID-19) response, 9 September 2021","SAGE 95 minutes: Coronavirus (COVID-19) response, 9 September 2021",2021-09-14,https://www.gov.uk/government/publications/sage-95-minutes-coronavirus-covid-19-response-9-september-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1017296/S1360_SAGE_95_minutes.pdf
SAGE 95,2021-09-09,VEEP,"VEEP: Vaccine effectiveness table, 27 August 2021","VEEP: Vaccine effectiveness table, 27 August 2021",2021-09-14,https://www.gov.uk/government/publications/veep-vaccine-effectiveness-table-7-september-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1017253/S1359_VEEP_Vaccine_Effectiveness_Table__1_.pdf
SAGE 95,2021-09-09,PHE,"PHE: Duration of protection of COVID-19 vaccines against clinical disease, 9 September 2021","PHE: Duration of protection of COVID-19 vaccines against clinical disease, 9 September 2021",2021-09-14,https://www.gov.uk/government/publications/phe-duration-of-protection-of-covid-19-vaccines-against-clinical-disease-9-september-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1017309/S1362_PHE_duration_of_protection_of_COVID-19_vaccines_against_clinical_disease.pdf
SAGE 95,2021-09-09,EMRG,"EMRG: Consensus statement on COVID-19, 1 September 2021","EMRG: Consensus statement on COVID-19, 1 September 2021",2021-09-14,https://www.gov.uk/government/publications/emrg-consensus-statement-on-covid-19-1-september-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1017244/S1361_EMRG_Consensus_Statement.pdf
SAGE 95,2021-09-09,SPI-M-O,"SPI-M-O: Medium-term projections, 8 September 2021","SPI-M-O: Medium-term projections, 8 September 2021",2021-09-14,https://www.gov.uk/government/publications/spi-m-o-medium-term-projections-8-september-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1017130/S1377_SPI-M-O_MediumTermProjections.pdf
SAGE 95,2021-09-09,SPI-M-O,"SPI-M-O: Consensus statement on COVID-19, 8 September 2021","SPI-M-O: Consensus statement on COVID-19, 8 September 2021",2021-09-14,https://www.gov.uk/government/publications/spi-m-o-consensus-statement-on-covid-19-8-september-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1017129/S1376_SPI-M-O_Consensus_Statement.pdf
SAGE 95,2021-09-09,CO-CIN,"CO-CIN: Hospital admission for COVID-19 and impact of vaccination, 9 September 2021","CO-CIN: Hospital admission for COVID-19 and impact of vaccination, 9 September 2021",2021-09-17,https://www.gov.uk/government/publications/co-cin-hospital-admission-for-covid-19-and-impact-of-vaccination-9-september-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1018555/S1363_Hospital_Admission_for_COVID-19_and_impact_of_vaccination.pdf
SAGE 95,2021-09-09,ISARIC,"ISARIC: Comparison of children and young people admitted with SARS-CoV-2 across the UK in the first and second pandemic waves - prospective multicentre observational cohort study, 9 September 2021","ISARIC: Comparison of children and young people admitted with SARS-CoV-2 across the UK in the first and second pandemic waves - prospective multicentre observational cohort study, 9 September 2021",2021-09-17,https://www.gov.uk/government/publications/isaric-comparison-of-children-and-young-people-admitted-with-sars-cov-2-across-the-uk-in-the-first-and-second-pandemic-waves-prospective-multicentr,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1018583/S1365_Comparison_of_children_and_young_people_admitted_with_SARS-CoV-2_across_the_UK_in_the_first_and_second_pandemic_waves.pdf
SAGE 95,2021-09-09,DHSC and ONS,"DHSC and ONS: Direct and Indirect health impacts of COVID-19 in England - short paper, 9 September 2021","DHSC: Direct and Indirect health impacts of COVID-19 in England - short paper, 9 September 2021",2021-09-17,https://www.gov.uk/government/publications/dhsc-direct-and-indirect-health-impacts-of-covid-19-in-england-short-paper-9-september-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1018494/S1366_Direct_and_indirect_health_impacts_of_C19_-_Short_Paper.pdf
SAGE 95,2021-09-09,Dynamic CO-CIN report,"Dynamic CO-CIN report to SAGE and NERVTAG, 9 September 2021","Dynamic CO-CIN report to SAGE and NERVTAG, 9 September 2021",2021-09-17,https://www.gov.uk/government/publications/dynamic-co-cin-report-to-sage-and-nervtag-9-september-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1018611/S1367_Dynamic_ISARIC4C_CO-CIN_report_3rd_wave.pdf
SAGE 95,2021-09-09,EMG/Transmission Group/SPI-B,"EMG/Transmission Group/SPI-B: COVID-19 Transmission in Hotels and Managed Quarantine Facilities (MQFs), 9 September 2021","EMG: COVID-19 Transmission in Hotels and Managed Quarantine Facilities (MQFs), 9 September 2021",2021-09-17,https://www.gov.uk/government/publications/emg-covid-19-transmission-in-hotels-and-managed-quarantine-facilities-mqfs-9-september-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1018392/S1370_COVID-19_Transmission_in_Hotels_and_Managed_Quarantine_Facilities.pdf
SAGE 95,2021-09-09,DHSC and ONS,"DHSC and ONS: Direct and Indirect health impacts of COVID-19 in England - long paper, 9 September 2021","DHSC: Direct and Indirect health impacts of COVID-19 in England - long paper, 9 September 2021",2021-09-17,https://www.gov.uk/government/publications/dhsc-direct-and-indirect-health-impacts-of-covid-19-in-england-long-paper-9-september-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1018698/S1373_Direct_and_Indirect_Health_Impacts_of_C19_Detailed_Paper_.pdf
SAGE 95,2021-09-09,ISARIC,"ISARIC: Supplementary Information - comparison of children and young people admitted with SARS-CoV-2 across the UK in the first and second pandemic waves, 9 September 2021","ISARIC: Supplementary Information - comparison of children and young people admitted with SARS-CoV-2 across the UK in the first and second pandemic waves, 9 September 2021",2021-09-17,https://www.gov.uk/government/publications/isaric-supplementary-information-comparison-of-children-and-young-people-admitted-with-sars-cov-2-across-the-uk-in-the-first-and-second-pandemic-wa,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1018607/S1374_Supplementary_Information_-_Comparison_of_children_and_young_people_admitted_with_SARS-CoV-2.pdf
SAGE 95,2021-09-09,PHE,"PHE: SARS-COV-2 Variants in risk assessment grid, 8 September 2021","PHE: SARS-COV-2 Variants in risk assessment grid, 8 September 2021",2021-09-24,https://www.gov.uk/government/publications/phe-sars-cov-2-variants-in-risk-assessment-grid-8-september-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1019835/S1375_PHE_variant_grid_v1.pdf
SAGE 40,2020-06-04,PHE,"PHE: COVID-19 - review of disparities in risks and outcomes, 4 June 2020","PHE: COVID-19: review of disparities in risks and outcomes, 4 June 2020",,https://www.gov.uk/government/publications/phe-covid-19-review-of-disparities-in-risks-and-outcomes-4-june-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/908434/Disparities_in_the_risk_and_outcomes_of_COVID_August_2020_update.pdf
SAGE 50,2020-08-06,Welsh Government TAG,"Welsh Government TAG: Testing criteria for discharging asymptomatic patients to care homes, 11 August 2020","Welsh Government TAG: Testing criteria for discharging asymptomatic patients to care homes, 11 August 2020",,https://www.gov.uk/government/publications/welsh-government-tag-testing-criteria-for-discharging-asymptomatic-patients-to-care-homes-11-august-2020,https://gov.wales/sites/default/files/publications/2020-08/technical-advisory-group-consensus-statement-on-recommended-testing-criteria-for-discharge-of-asymptomatic-patients-to-care-homes.pdf
SAGE 89,2021-05-13,PHE,"PHE: Investigation of SARS-CoV-2 variants of concern: routine variant data update, 13 May 2021",PHE: Investigation of SARS-CoV-2 variants of concern: routine variant data update,,https://www.gov.uk/government/publications/investigation-of-sars-cov-2-variants-of-concern-routine-variant-data-update,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/986316/Variants_of_Concern_Variant_Data_Update_20210512.pdf
SAGE 90,2021-05-27,PHE,"PHE: Investigation of SARS-CoV-2 variants of concern: variant risk assessments for SARS-CoV-2 variant: Delta, 27 May 2021","PHE: Investigation of SARS-CoV-2 variants of concern: variant risk assessments for SARS-CoV-2 variant: Delta, 27 May 2021",,https://www.gov.uk/government/publications/phe-investigation-of-sars-cov-2-variants-of-concern-variant-risk-assessments-for-sars-cov-2-variant-delta-27-may-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/992982/27_May_2021_Risk_assessment_for_SARS-CoV-2_variant_VOC-21APR-02__B.1.617.2_.pdf
SAGE 90,2021-05-27,PHE,"PHE: Investigation of SARS-CoV-2 variants of concern: routine variant data update, England Version 3, 27 May 2021","PHE: Investigation of SARS-CoV-2 variants of concern: routine variant data update, England Version 3, 27 May 2021",,https://www.gov.uk/government/publications/phe-investigation-of-sars-cov-2-variants-of-concern-routine-variant-data-update-england-version-3-27-may-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/990108/Variants_of_Concern_Variant_Data_Update_3.pdf
SAGE 90,2021-05-27,SCWG,"SCWG: Estimating the minimum level of vaccine coverage in care home settings, March 2021","SCWG: Estimating the minimum level of vaccine coverage in care home settings, March 2021",,https://www.gov.uk/government/publications/scwg-estimating-the-minimum-level-of-vaccine-coverage-in-care-home-settings-march-2021,https://www.gov.uk/government/consultations/making-vaccination-a-condition-of-deployment-in-older-adult-care-homes/social-care-working-group-consensus-statement-march-2021
SAGE 91,2021-06-03,PHE,"PHE: Investigation of SARS-CoV-2 variants of concern - variant risk assessments for SARS-CoV-2 variant, Delta, 3  June 2021","PHE: Investigation of SARS-CoV-2 variants of concern: variant risk assessments for SARS-CoV-2 variant: Delta, 3  June 2021",,https://www.gov.uk/government/publications/phe-investigation-of-sars-cov-2-variants-of-concern-variant-risk-assessments-for-sars-cov-2-variant-delta-3-june-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/991135/3_June_2021_Risk_assessment_for_SARS-CoV-2_variant_DELTA.pdf
SAGE 93,2021-07-07,PHE,"PHE: Investigation of SARS-CoV-2 variants of concern - variant risk assessments for SARS-CoV-2 variant, Delta, 8 July 2021","PHE: Investigation of SARS-CoV-2 variants of concern: variant risk assessments for SARS-CoV-2 variant: Delta, 8 July 2021",,https://www.gov.uk/government/publications/phe-investigation-of-sars-cov-2-variants-of-concern-variant-risk-assessments-for-sars-cov-2-variant-delta-8-july-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1000661/8_July_2021_Risk_assessment_for_SARS-CoV-2_variant_DELTA_02.00-1.pdf
SAGE 93,2021-07-07,PHE,"PHE: Investigation of SARS-CoV-2 variants of concern - variant risk assessments for SARS-CoV-2 variant, Lambda, 8 July 2021","PHE: Investigation of SARS-CoV-2 variants of concern: variant risk assessments for SARS-CoV-2 variant: Lambda, 8 July 2021",,https://www.gov.uk/government/publications/phe-investigation-of-sars-cov-2-variants-of-concern-variant-risk-assessments-for-sars-cov-2-variant-lambda-8-july-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1000662/8_July_2021_Risk_assessment_for_SARS-CoV-2_variant_LAMBDA_01.00-1.pdf
SAGE 93,2021-07-07,PHE,"PHE: Investigation of SARS-CoV-2 variants of concern - routine variant data update, England, version 8, 7 July 2021","PHE: Investigation of SARS-CoV-2 variants of concern - routine variant data update, England, version 8, 7 July 2021",,https://www.gov.uk/government/publications/phe-investigation-of-sars-cov-2-variants-of-concern-routine-variant-data-update-england-version-8-7-july-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1000523/Variants_of_Concern_Variant_Data_Update_8.pdf
SAGE 94,2021-07-22,PHE,"PHE: Investigation of SARS-CoV-2 variants of concern - variant risk assessments for SARS-CoV-2 variant, Delta, 23 July 2021","PHE: Investigation of SARS-CoV-2 variants of concern - variant risk assessments for SARS-CoV-2 variant, Delta, 23 July 2021",,https://www.gov.uk/government/publications/phe-investigation-of-sars-cov-2-variants-of-concern-variant-risk-assessments-for-sars-cov-2-variant-delta-23-july-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1005395/23_July_2021_Risk_assessment_for_SARS-CoV-2_variant_Delta.pdf
SAGE 94,2021-07-22,PHE,"PHE: Investigation of SARS-CoV-2 variants of concern - variant risk assessments for SARS-CoV-2 variant, Beta, 23 July 2021","PHE: Investigation of SARS-CoV-2 variants of concern - variant risk assessments for SARS-CoV-2 variant, Beta, 23 July 2021",,https://www.gov.uk/government/publications/phe-investigation-of-sars-cov-2-variants-of-concern-variant-risk-assessments-for-sars-cov-2-variant-beta-23-july-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1005285/23_July_2021_Risk_assessment_for_SARS-CoV-2_variant_Beta.pdf
SAGE 94,2021-07-22,PHE,"PHE: Investigation of SARS-CoV-2 variants of concern - routine variant data update, England, version 9, 23 July 2021","PHE: Investigation of SARS-CoV-2 variants of concern - routine variant data update, England, version 9, 23 July 2021",,https://www.gov.uk/government/publications/phe-investigation-of-sars-cov-2-variants-of-concern-routine-variant-data-update-england-version-9-23-july-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1005322/Variants_of_Concern_Variant_Data_Update_9_Approved.pdf
SAGE 95,2021-09-09,HDR UK,"HDR UK: COVID-19 health data research - weekly update, 7 September 2021","HDR UK: COVID-19 health data research - weekly update, 7 September 2021",2021-09-17,https://www.gov.uk/government/publications/hdr-uk-covid-19-health-data-research-weekly-update-7-september-2021,https://www.hdruk.ac.uk/wp-content/uploads/2021/09/2021-09-07-Health-Data-Research-UK-SAGE-report.pdf
SAGE 96,2021-10-14,SAGE Minutes,"SAGE 96 minutes: Coronavirus (COVID-19) response, 14 October 2021","SAGE 96 minutes: Coronavirus (COVID-19) response, 14 October 2021",2021-10-22,https://www.gov.uk/government/publications/sage-96-minutes-coronavirus-covid-19-response-14-october-2021,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1027514/S1381_SAGE_96_minutes.pdf
